0.549764	0.549764	256081	256081	0.549764
0.549704	0.549734	256089	256085	0.549644
0.549647	0.549705	256066	256079	0.549533
0.549593	0.549677	256079	256079	0.54943
0.549538	0.549649	256092	256081	0.549319
0.549484	0.549622	256093	256083	0.549214
0.549431	0.549595	256074	256082	0.549111
0.549378	0.549567	256074	256081	0.549005
0.549325	0.54954	256107	256084	0.548903
0.549273	0.549514	256086	256084	0.548803
0.54922	0.549487	256092	256085	0.548698
0.549168	0.54946	256078	256084	0.548598
0.549116	0.549434	256058	256082	0.548492
0.549065	0.549408	256034	256079	0.548391
0.549012	0.549381	256029	256075	0.548278
0.54896	0.549355	256007	256071	0.548174
0.548907	0.549329	256016	256068	0.54807
0.548855	0.549302	256016	256065	0.547967
0.548804	0.549276	256017	256063	0.547874
0.548752	0.54925	256021	256060	0.547774
0.548701	0.549224	256014	256058	0.547681
0.548651	0.549198	256033	256057	0.547591
0.5486	0.549172	256056	256057	0.547496
0.548551	0.549146	256094	256059	0.547409
0.548501	0.54912	256100	256060	0.547311
0.548452	0.549094	256131	256063	0.547219
0.548403	0.549069	256118	256065	0.547129
0.548354	0.549043	256108	256067	0.54703
0.548305	0.549018	256096	256068	0.546935
0.548256	0.548992	256115	256069	0.546849
0.548208	0.548967	256112	256071	0.54676
0.54816	0.548942	256078	256071	0.546674
0.548113	0.548917	256056	256070	0.546587
0.548065	0.548892	256026	256069	0.546494
0.548018	0.548867	256062	256069	0.546409
0.547971	0.548842	256073	256069	0.546327
0.547924	0.548817	256071	256069	0.546246
0.547878	0.548792	256062	256069	0.546162
0.547832	0.548768	256048	256068	0.54608
0.547786	0.548743	256075	256068	0.545991
0.54774	0.548719	256036	256068	0.545907
0.547694	0.548694	255999	256066	0.545817
0.547648	0.54867	255982	256064	0.545737
0.547603	0.548646	255962	256062	0.545656
0.547558	0.548622	255953	256059	0.545573
0.547513	0.548597	255981	256058	0.545499
0.547469	0.548573	256005	256056	0.54542
0.547424	0.548549	256037	256056	0.54534
0.54738	0.548526	256030	256056	0.545265
0.547336	0.548502	256027	256055	0.545183
0.547293	0.548478	256037	256055	0.545103
0.547249	0.548454	256036	256054	0.545027
0.547206	0.548431	256046	256054	0.544949
0.547162	0.548407	256028	256054	0.544867
0.547119	0.548384	255996	256053	0.544789
0.547076	0.548361	255986	256051	0.544714
0.547034	0.548337	255994	256050	0.544641
0.546991	0.548314	256006	256050	0.544567
0.546949	0.548291	255978	256048	0.54449
0.546906	0.548268	255967	256047	0.544412
0.546864	0.548245	255968	256046	0.544342
0.546822	0.548222	255942	256044	0.544269
0.546781	0.548199	255943	256042	0.544194
0.546739	0.548176	255945	256041	0.54412
0.546698	0.548154	255954	256040	0.544047
0.546656	0.548131	255921	256038	0.543965
0.546615	0.548108	255943	256036	0.543887
0.546574	0.548086	255936	256035	0.54382
0.546533	0.548063	255897	256033	0.543751
0.546492	0.548041	255897	256031	0.543683
0.546452	0.548018	255885	256029	0.543617
0.546411	0.547996	255900	256027	0.543547
0.546371	0.547974	255888	256025	0.543481
0.546331	0.547952	255874	256023	0.543415
0.546292	0.547929	255915	256022	0.543344
0.546252	0.547907	255892	256020	0.543281
0.546212	0.547885	255885	256018	0.543209
0.546173	0.547863	255883	256017	0.543145
0.546134	0.547842	255849	256014	0.543082
0.546095	0.54782	255822	256012	0.543016
0.546056	0.547798	255841	256010	0.542951
0.546018	0.547776	255826	256008	0.542887
0.545979	0.547755	255868	256006	0.542831
0.545941	0.547733	255870	256004	0.542772
0.545903	0.547711	255862	256003	0.54271
0.545865	0.54769	255865	256001	0.542645
0.545827	0.547669	255859	255999	0.542581
0.54579	0.547647	255863	255998	0.542522
0.545752	0.547626	255881	255997	0.54246
0.545715	0.547605	255922	255996	0.542403
0.545678	0.547584	255935	255995	0.542344
0.545641	0.547562	255933	255994	0.542284
0.545604	0.547541	255935	255994	0.542227
0.545568	0.54752	255941	255993	0.542165
0.545531	0.547499	255927	255993	0.542112
0.545495	0.547479	255896	255992	0.542055
0.545459	0.547458	255938	255991	0.542003
0.545423	0.547437	255952	255991	0.541949
0.545388	0.547416	255936	255990	0.541891
0.545352	0.547396	255941	255990	0.541832
0.545317	0.547375	255966	255989	0.541779
0.545282	0.547355	256000	255989	0.541725
0.545247	0.547334	256035	255990	0.541672
0.545212	0.547314	256045	255990	0.541618
0.545177	0.547293	256088	255991	0.541564
0.545142	0.547273	256084	255992	0.541514
0.545108	0.547253	256086	255993	0.541458
0.545074	0.547233	256106	255994	0.541402
0.545039	0.547212	256085	255995	0.541346
0.545005	0.547192	256118	255996	0.541289
0.544971	0.547172	256099	255997	0.541236
0.544938	0.547152	256125	255998	0.541183
0.544904	0.547133	256126	255999	0.541128
0.54487	0.547113	256135	256000	0.541078
0.544837	0.547093	256154	256002	0.541025
0.544804	0.547073	256149	256003	0.54097
0.54477	0.547053	256171	256004	0.540918
0.544737	0.547034	256160	256006	0.54087
0.544704	0.547014	256164	256007	0.540824
0.544672	0.546995	256167	256008	0.540774
0.544639	0.546975	256170	256010	0.540726
0.544607	0.546956	256167	256011	0.540679
0.544574	0.546937	256167	256012	0.540625
0.544542	0.546917	256167	256014	0.540575
0.54451	0.546898	256202	256015	0.540531
0.544478	0.546879	256210	256017	0.540484
0.544446	0.54686	256197	256018	0.540437
0.544414	0.54684	256190	256019	0.540388
0.544383	0.546821	256214	256021	0.540338
0.544351	0.546802	256193	256022	0.540287
0.54432	0.546783	256204	256024	0.540244
0.544289	0.546765	256197	256025	0.540195
0.544258	0.546746	256189	256026	0.540151
0.544227	0.546727	256187	256027	0.540101
0.544196	0.546708	256206	256029	0.540055
0.544165	0.546689	256210	256030	0.540008
0.544134	0.546671	256244	256032	0.539962
0.544104	0.546652	256226	256033	0.539914
0.544073	0.546634	256234	256034	0.539868
0.544043	0.546615	256235	256036	0.539822
0.544013	0.546597	256258	256037	0.539781
0.543982	0.546578	256251	256039	0.539739
0.543952	0.54656	256229	256040	0.539691
0.543923	0.546542	256247	256042	0.539651
0.543893	0.546523	256228	256043	0.539606
0.543863	0.546505	256214	256044	0.539563
0.543834	0.546487	256235	256045	0.539525
0.543804	0.546469	256234	256047	0.539483
0.543775	0.546451	256247	256048	0.53944
0.543746	0.546433	256242	256049	0.539394
0.543717	0.546415	256213	256050	0.539352
0.543688	0.546397	256247	256052	0.539306
0.543659	0.546379	256291	256053	0.539267
0.54363	0.546361	256316	256055	0.539228
0.543601	0.546343	256306	256057	0.539185
0.543573	0.546325	256297	256058	0.539139
0.543544	0.546308	256303	256060	0.539099
0.543516	0.54629	256307	256061	0.539057
0.543487	0.546272	256329	256063	0.539018
0.543459	0.546255	256312	256065	0.538976
0.543431	0.546237	256342	256066	0.538933
0.543403	0.54622	256319	256068	0.538894
0.543375	0.546202	256346	256070	0.538853
0.543347	0.546185	256339	256071	0.538813
0.54332	0.546168	256333	256073	0.538775
0.543292	0.54615	256353	256074	0.538733
0.543265	0.546133	256378	256076	0.538694
0.543237	0.546116	256390	256078	0.538652
0.54321	0.546099	256365	256080	0.53861
0.543182	0.546081	256378	256082	0.538568
0.543155	0.546064	256394	256083	0.538527
0.543128	0.546047	256367	256085	0.538487
0.543101	0.54603	256385	256087	0.538452
0.543074	0.546013	256386	256089	0.538414
0.543047	0.545996	256393	256090	0.538377
0.543021	0.545979	256390	256092	0.538343
0.542994	0.545963	256408	256094	0.538306
0.542967	0.545946	256398	256095	0.538269
0.542941	0.545929	256377	256097	0.538232
0.542915	0.545912	256356	256098	0.538198
0.542888	0.545895	256376	256100	0.538161
0.542862	0.545879	256393	256102	0.538121
0.542836	0.545862	256414	256103	0.538081
0.54281	0.545846	256389	256105	0.538046
0.542784	0.545829	256400	256106	0.538013
0.542758	0.545812	256383	256108	0.537979
0.542732	0.545796	256364	256109	0.537944
0.542707	0.54578	256388	256111	0.53791
0.542681	0.545763	256374	256112	0.537873
0.542656	0.545747	256378	256114	0.537835
0.54263	0.545731	256359	256115	0.5378
0.542605	0.545714	256370	256116	0.537765
0.54258	0.545698	256353	256117	0.537727
0.542554	0.545682	256368	256119	0.537689
0.542529	0.545666	256385	256120	0.537655
0.542504	0.54565	256361	256121	0.537619
0.542479	0.545633	256343	256122	0.537583
0.542454	0.545617	256337	256124	0.537549
0.54243	0.545601	256350	256125	0.537515
0.542405	0.545585	256345	256126	0.537479
0.54238	0.545569	256388	256127	0.537446
0.542356	0.545553	256412	256129	0.537415
0.542331	0.545538	256404	256130	0.537381
0.542307	0.545522	256382	256131	0.537346
0.542282	0.545506	256406	256132	0.537313
0.542258	0.54549	256450	256134	0.537282
0.542234	0.545474	256446	256135	0.53725
0.54221	0.545459	256416	256137	0.537216
0.542186	0.545443	256450	256138	0.537183
0.542162	0.545428	256434	256140	0.537149
0.542138	0.545412	256411	256141	0.537115
0.542114	0.545396	256414	256142	0.537083
0.54209	0.545381	256396	256144	0.53705
0.542066	0.545365	256374	256145	0.537019
0.542043	0.54535	256345	256146	0.536987
0.542019	0.545334	256368	256147	0.536955
0.541996	0.545319	256355	256148	0.536918
0.541972	0.545304	256337	256148	0.536884
0.541949	0.545288	256328	256149	0.536855
0.541926	0.545273	256325	256150	0.536824
0.541902	0.545258	256298	256151	0.536796
0.541879	0.545243	256294	256151	0.536763
0.541856	0.545227	256311	256152	0.536732
0.541833	0.545212	256320	256153	0.536701
0.54181	0.545197	256325	256154	0.536671
0.541787	0.545182	256330	256154	0.53664
0.541765	0.545167	256351	256155	0.536609
0.541742	0.545152	256312	256156	0.53658
0.541719	0.545137	256317	256157	0.536549
0.541696	0.545122	256350	256157	0.536521
0.541674	0.545107	256349	256158	0.536491
0.541651	0.545092	256341	256159	0.53646
0.541629	0.545077	256337	256160	0.53643
0.541607	0.545063	256336	256161	0.536402
0.541584	0.545048	256360	256161	0.536372
0.541562	0.545033	256350	256162	0.536342
0.54154	0.545018	256357	256163	0.536312
0.541518	0.545004	256359	256164	0.536284
0.541496	0.544989	256363	256165	0.536256
0.541474	0.544974	256349	256165	0.536227
0.541452	0.54496	256329	256166	0.536197
0.54143	0.544945	256323	256167	0.536169
0.541409	0.54493	256355	256168	0.536142
0.541387	0.544916	256363	256168	0.536111
0.541365	0.544901	256397	256169	0.536081
0.541344	0.544887	256413	256170	0.536051
0.541322	0.544873	256430	256171	0.536026
0.541301	0.544858	256426	256172	0.535997
0.541279	0.544844	256404	256173	0.535965
0.541258	0.544829	256414	256174	0.535936
0.541236	0.544815	256438	256175	0.535913
0.541215	0.544801	256445	256176	0.535885
0.541194	0.544787	256471	256178	0.535856
0.541173	0.544772	256478	256179	0.535826
0.541152	0.544758	256519	256180	0.535799
0.541131	0.544744	256515	256181	0.53577
0.54111	0.54473	256529	256183	0.535744
0.541089	0.544716	256530	256184	0.535718
0.541068	0.544702	256529	256185	0.53569
0.541047	0.544688	256539	256187	0.535662
0.541027	0.544674	256550	256188	0.535636
0.541006	0.54466	256559	256190	0.535611
0.540985	0.544646	256566	256191	0.535584
0.540965	0.544632	256579	256192	0.535556
0.540944	0.544618	256605	256194	0.535529
0.540924	0.544604	256589	256196	0.535502
0.540903	0.54459	256595	256197	0.535477
0.540883	0.544576	256608	256199	0.535449
0.540863	0.544562	256632	256200	0.535423
0.540842	0.544549	256624	256202	0.535394
0.540822	0.544535	256615	256203	0.535368
0.540802	0.544521	256626	256205	0.535344
0.540782	0.544507	256622	256206	0.535321
0.540762	0.544494	256617	256208	0.535298
0.540742	0.54448	256598	256209	0.535269
0.540722	0.544466	256575	256211	0.53524
0.540702	0.544453	256588	256212	0.535213
0.540682	0.544439	256599	256213	0.535185
0.540663	0.544426	256609	256215	0.535161
0.540643	0.544412	256632	256216	0.535136
0.540623	0.544399	256634	256218	0.535111
0.540604	0.544385	256615	256219	0.535086
0.540584	0.544372	256620	256221	0.53506
0.540564	0.544359	256589	256222	0.535034
0.540545	0.544345	256572	256223	0.535008
0.540525	0.544332	256580	256224	0.534985
0.540506	0.544318	256594	256226	0.534961
0.540487	0.544305	256589	256227	0.534937
0.540467	0.544292	256593	256228	0.534914
0.540448	0.544279	256578	256229	0.534887
0.540429	0.544265	256561	256230	0.534861
0.54041	0.544252	256542	256232	0.534836
0.540391	0.544239	256553	256233	0.534812
0.540372	0.544226	256521	256234	0.534786
0.540353	0.544213	256539	256235	0.534765
0.540334	0.5442	256557	256236	0.534743
